step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,-0.25092,0.90143,0.46399,0.19732,-0.68796,-0.68801,-0.88383,0.73235
1,7,-0.22592,0.93775,0.51399,0.256,-0.63096,-0.64133,1.0,0.75567
2,6,-0.20492,0.97007,0.55999,0.31168,-0.57696,1.0,1.0,0.77599
3,5,-0.17992,1.0,0.60999,0.37036,1.0,0.81768,1.0,0.79931
4,1,1.0,1.0,0.67799,0.44704,1.0,0.88136,1.0,0.84063
5,,0.925,0.93232,0.62799,0.41472,0.975,0.84904,0.95,0.77295
6,,0.85,0.86464,0.57799,0.3824,0.95,0.81672,0.9,0.70527
7,,0.775,0.79696,0.52799,0.35008,0.925,0.7844,0.85,0.63759
8,,0.7,0.72928,0.47799,0.31776,0.9,0.75208,0.8,0.56991
9,,0.625,0.6616,0.42799,0.28544,0.875,0.71976,0.75,0.50223
10,,0.55,0.59392,0.37799,0.25312,0.85,0.68744,0.7,0.43455
11,,0.475,0.52624,0.32799,0.2208,0.825,0.65512,0.65,0.36687
12,,0.4,0.45856,0.27799,0.18848,0.8,0.6228,0.6,0.29919
13,,0.325,0.39088,0.22799,0.15616,0.775,0.59048,0.55,0.23151
14,,0.25,0.3232,0.17799,0.12384,0.75,0.55816,0.5,0.16383
15,,0.175,0.25552,0.12799,0.09152,0.725,0.52584,0.45,0.09615
16,,0.1,0.18784,0.07799,0.0592,0.7,0.49352,0.4,0.02847
17,,0.025,0.12016,0.02799,0.02688,0.675,0.4612,0.35,-0.03921
18,8,0.059,0.16448,0.08699,0.09456,0.741,0.51688,0.391,1.0
19,,-0.016,0.0968,0.03699,0.06224,0.716,0.48456,0.341,0.93232
20,1,1.0,0.15012,0.10499,0.13892,0.791,0.54824,0.391,0.97364
21,,0.925,0.08244,0.05499,0.1066,0.766,0.51592,0.341,0.90596
22,,0.85,0.01476,0.00499,0.07428,0.741,0.4836,0.291,0.83828
23,,0.775,-0.05292,-0.04501,0.04196,0.716,0.45128,0.241,0.7706
24,2,0.821,1.0,0.02599,0.12164,0.795,0.51896,0.295,0.81492
25,,0.746,0.93232,-0.02401,0.08932,0.77,0.48664,0.245,0.74724
26,3,0.789,0.98564,1.0,0.166,0.845,0.55032,0.295,0.78856
27,,0.714,0.91796,0.95,0.13368,0.82,0.518,0.245,0.72088
28,,0.639,0.85028,0.9,0.10136,0.795,0.48568,0.195,0.6532
29,,0.564,0.7826,0.85,0.06904,0.77,0.45336,0.145,0.58552
30,,0.489,0.71492,0.8,0.03672,0.745,0.42104,0.095,0.51784
31,,0.414,0.64724,0.75,0.0044,0.72,0.38872,0.045,0.45016
