step,active_motive,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,,0.37454,0.95071,0.73199,0.59866,0.15602,0.15599,0.05808,0.86618
1,,0.32454,0.90071,0.68199,0.54866,0.10602,0.10599,0.00808,0.81618
2,,0.27454,0.85071,0.63199,0.49866,0.05602,0.05599,-0.04192,0.76618
3,7,0.22454,0.80071,0.58199,0.44866,0.00602,0.00599,1.0,0.71618
4,,0.17454,0.75071,0.53199,0.39866,-0.04398,-0.04401,0.95,0.66618
5,6,0.12454,0.70071,0.48199,0.34866,-0.09398,1.0,0.9,0.61618
6,5,0.07454,0.65071,0.43199,0.29866,1.0,0.95,0.85,0.56618
7,,0.02454,0.60071,0.38199,0.24866,0.95,0.9,0.8,0.51618
8,,-0.02546,0.55071,0.33199,0.19866,0.9,0.85,0.75,0.46618
9,1,1.0,0.50071,0.28199,0.14866,0.85,0.8,0.7,0.41618
10,,0.95,0.45071,0.23199,0.09866,0.8,0.75,0.65,0.36618
11,,0.9,0.40071,0.18199,0.04866,0.75,0.7,0.6,0.31618
12,,0.85,0.35071,0.13199,-0.00134,0.7,0.65,0.55,0.26618
13,4,0.8,0.30071,0.08199,1.0,0.65,0.6,0.5,0.21618
14,,0.75,0.25071,0.03199,0.95,0.6,0.55,0.45,0.16618
15,,0.7,0.20071,-0.01801,0.9,0.55,0.5,0.4,0.11618
16,3,0.65,0.15071,1.0,0.85,0.5,0.45,0.35,-0.08382
17,8,0.6,0.10071,0.95,0.8,0.45,0.4,0.3,1.0
18,,0.55,0.05071,0.9,0.75,0.4,0.35,0.25,0.95
19,,0.5,0.00071,0.85,0.7,0.35,0.3,0.2,0.9
20,,0.45,-0.04929,0.8,0.65,0.3,0.25,0.15,0.85
21,2,0.4,1.0,0.75,0.6,0.25,0.2,0.1,0.8
22,,0.35,0.95,0.7,0.55,0.2,0.15,0.05,0.75
23,,0.3,0.9,0.65,0.5,0.15,0.1,0.0,0.7
24,,0.25,0.85,0.6,0.45,0.1,0.05,-0.05,0.65
25,7,0.2,0.8,0.55,0.4,0.05,0.0,1.0,0.6
26,,0.15,0.75,0.5,0.35,0.0,-0.05,0.95,0.55
27,6,0.1,0.7,0.45,0.3,-0.05,1.0,0.9,0.5
28,5,0.05,0.65,0.4,0.25,1.0,0.95,0.85,0.45
29,,0.0,0.6,0.35,0.2,0.95,0.9,0.8,0.4
30,,-0.05,0.55,0.3,0.15,0.9,0.85,0.75,0.35
31,1,1.0,0.5,0.25,0.1,0.85,0.8,0.7,0.3
32,,0.95,0.45,0.2,0.05,0.8,0.75,0.65,0.25
33,,0.9,0.4,0.15,0.0,0.75,0.7,0.6,0.2
34,,0.85,0.35,0.1,-0.05,0.7,0.65,0.55,0.15
35,4,0.8,0.3,0.05,1.0,0.65,0.6,0.5,0.1
36,,0.75,0.25,0.0,0.95,0.6,0.55,0.45,0.05
37,,0.7,0.2,-0.05,0.9,0.55,0.5,0.4,0.0
38,3,0.65,0.15,1.0,0.85,0.5,0.45,0.35,-0.2
39,8,0.6,0.1,0.95,0.8,0.45,0.4,0.3,1.0
40,,0.55,0.05,0.9,0.75,0.4,0.35,0.25,0.95
41,,0.5,0.0,0.85,0.7,0.35,0.3,0.2,0.9
42,,0.45,-0.05,0.8,0.65,0.3,0.25,0.15,0.85
43,2,0.4,1.0,0.75,0.6,0.25,0.2,0.1,0.8
44,,0.35,0.95,0.7,0.55,0.2,0.15,0.05,0.75
45,,0.3,0.9,0.65,0.5,0.15,0.1,0.0,0.7
46,,0.25,0.85,0.6,0.45,0.1,0.05,-0.05,0.65
47,7,0.2,0.8,0.55,0.4,0.05,0.0,1.0,0.6
48,,0.15,0.75,0.5,0.35,0.0,-0.05,0.95,0.55
49,6,0.1,0.7,0.45,0.3,-0.05,1.0,0.9,0.5
50,5,0.05,0.65,0.4,0.25,1.0,0.95,0.85,0.45
51,,0.0,0.6,0.35,0.2,0.95,0.9,0.8,0.4
52,,-0.05,0.55,0.3,0.15,0.9,0.85,0.75,0.35
53,1,1.0,0.5,0.25,0.1,0.85,0.8,0.7,0.3
54,,0.95,0.45,0.2,0.05,0.8,0.75,0.65,0.25
55,,0.9,0.4,0.15,0.0,0.75,0.7,0.6,0.2
56,,0.85,0.35,0.1,-0.05,0.7,0.65,0.55,0.15
57,4,0.8,0.3,0.05,1.0,0.65,0.6,0.5,0.1
58,,0.75,0.25,0.0,0.95,0.6,0.55,0.45,0.05
59,,0.7,0.2,-0.05,0.9,0.55,0.5,0.4,0.0
60,3,0.65,0.15,1.0,0.85,0.5,0.45,0.35,-0.2
61,8,0.6,0.1,0.95,0.8,0.45,0.4,0.3,1.0
62,,0.55,0.05,0.9,0.75,0.4,0.35,0.25,0.95
63,,0.5,0.0,0.85,0.7,0.35,0.3,0.2,0.9
64,,0.45,-0.05,0.8,0.65,0.3,0.25,0.15,0.85
65,2,0.4,1.0,0.75,0.6,0.25,0.2,0.1,0.8
66,,0.35,0.95,0.7,0.55,0.2,0.15,0.05,0.75
67,,0.3,0.9,0.65,0.5,0.15,0.1,0.0,0.7
68,,0.25,0.85,0.6,0.45,0.1,0.05,-0.05,0.65
69,7,0.2,0.8,0.55,0.4,0.05,0.0,1.0,0.6
70,,0.15,0.75,0.5,0.35,0.0,-0.05,0.95,0.55
71,6,0.1,0.7,0.45,0.3,-0.05,1.0,0.9,0.5
72,5,0.05,0.65,0.4,0.25,1.0,0.95,0.85,0.45
73,,0.0,0.6,0.35,0.2,0.95,0.9,0.8,0.4
74,,-0.05,0.55,0.3,0.15,0.9,0.85,0.75,0.35
75,1,1.0,0.5,0.25,0.1,0.85,0.8,0.7,0.3
76,,0.95,0.45,0.2,0.05,0.8,0.75,0.65,0.25
77,,0.9,0.4,0.15,0.0,0.75,0.7,0.6,0.2
78,,0.85,0.35,0.1,-0.05,0.7,0.65,0.55,0.15
79,4,0.8,0.3,0.05,1.0,0.65,0.6,0.5,0.1
80,,0.75,0.25,0.0,0.95,0.6,0.55,0.45,0.05
81,,0.7,0.2,-0.05,0.9,0.55,0.5,0.4,0.0
82,3,0.65,0.15,1.0,0.85,0.5,0.45,0.35,-0.2
83,8,0.6,0.1,0.95,0.8,0.45,0.4,0.3,1.0
84,,0.55,0.05,0.9,0.75,0.4,0.35,0.25,0.95
85,,0.5,0.0,0.85,0.7,0.35,0.3,0.2,0.9
86,,0.45,-0.05,0.8,0.65,0.3,0.25,0.15,0.85
87,2,0.4,1.0,0.75,0.6,0.25,0.2,0.1,0.8
88,,0.35,0.95,0.7,0.55,0.2,0.15,0.05,0.75
89,,0.3,0.9,0.65,0.5,0.15,0.1,0.0,0.7
90,,0.25,0.85,0.6,0.45,0.1,0.05,-0.05,0.65
91,7,0.2,0.8,0.55,0.4,0.05,0.0,1.0,0.6
92,,0.15,0.75,0.5,0.35,0.0,-0.05,0.95,0.55
93,6,0.1,0.7,0.45,0.3,-0.05,1.0,0.9,0.5
94,5,0.05,0.65,0.4,0.25,1.0,0.95,0.85,0.45
95,,0.0,0.6,0.35,0.2,0.95,0.9,0.8,0.4
96,,-0.05,0.55,0.3,0.15,0.9,0.85,0.75,0.35
97,1,1.0,0.5,0.25,0.1,0.85,0.8,0.7,0.3
98,,0.95,0.45,0.2,0.05,0.8,0.75,0.65,0.25
99,,0.9,0.4,0.15,0.0,0.75,0.7,0.6,0.2
100,,0.85,0.35,0.1,-0.05,0.7,0.65,0.55,0.15
101,4,0.8,0.3,0.05,1.0,0.65,0.6,0.5,0.1
102,,0.75,0.25,0.0,0.95,0.6,0.55,0.45,0.05
103,,0.7,0.2,-0.05,0.9,0.55,0.5,0.4,0.0
104,3,0.65,0.15,1.0,0.85,0.5,0.45,0.35,-0.2
